股票代码,股票简称,报告期,上下游关系比率,现金比率,核心利润率%,核心利润含金量
300405,科隆精化,2016-09-30,0.21,0.07,1.36,5.69
300406,九强生物,2016-09-30,0.09,0.07,46.19,0.66
300407,凯发电气,2016-09-30,0.53,0.08,10.13,-9.02
300408,三环集团,2016-09-30,0.11,0.01,36.81,0.84
300409,道氏技术,2016-09-30,0.63,0.03,18.69,-0.01
300410,正业科技,2016-09-30,0.57,0.02,8.65,1.75
300411,金盾股份,2016-09-30,0.32,0.00,21.96,-0.35
300412,迦南科技,2016-09-30,1.05,0.10,24.56,0.14
300413,快乐购,2016-09-30,1.80,0.13,0.86,7.61
300414,中光防雷,2016-09-30,0.69,0.06,19.80,1.26
300415,伊之密,2016-09-30,1.14,0.02,9.57,1.16
300416,苏试试验,2016-09-30,0.52,0.02,17.13,-0.72
300417,南华仪器,2016-09-30,0.45,0.04,16.68,0.74
300418,昆仑万维,2016-09-30,0.79,0.02,6.79,1.08
300419,浩丰科技,2016-09-30,0.90,0.05,13.23,-0.34
300420,五洋科技,2016-09-30,0.85,0.00,14.14,-0.06
300421,力星股份,2016-09-30,0.17,0.13,13.62,0.66
300422,博世科,2016-09-30,0.60,0.10,11.37,-1.81
300423,鲁亿通,2016-09-30,0.25,0.00,10.28,-0.24
300424,航新科技,2016-09-30,0.35,0.01,12.91,-3.06
300425,环能科技,2016-09-30,0.51,0.04,15.77,0.21
300426,唐德影视,2016-09-30,0.63,0.04,23.28,-1.09
300427,红相电力,2016-09-30,0.23,0.03,7.39,0.35
300428,四通新材,2016-09-30,0.16,0.00,9.48,0.01
300429,强力新材,2016-09-30,0.47,0.01,29.91,0.76
300430,诚益通,2016-09-30,0.83,0.02,17.27,-1.55
300431,暴风集团,2016-09-30,1.25,0.03,-21.24,-0.03
300432,富临精工,2016-09-30,0.71,0.04,23.55,0.78
300433,蓝思科技,2016-09-30,0.81,0.02,6.70,1.94
300434,金石东方,2016-09-30,1.38,0.03,12.90,1.26
300435,中泰股份,2016-09-30,0.89,0.07,19.52,1.73
300436,广生堂,2016-09-30,1.66,0.05,30.51,0.82
300437,清水源,2016-09-30,0.74,0.07,8.39,0.47
300438,鹏辉能源,2016-09-30,0.95,0.01,12.11,-0.60
300439,美康生物,2016-09-30,0.39,0.02,23.88,0.32
300440,运达科技,2016-09-30,0.57,0.00,20.68,-1.15
300441,鲍斯股份,2016-09-30,0.67,0.01,16.57,0.90
300442,普丽盛,2016-09-30,0.79,0.02,3.72,-6.98
300443,金雷风电,2016-09-30,0.53,0.07,35.99,1.10
300444,双杰电气,2016-09-30,0.63,0.04,9.17,0.35
300445,康斯特,2016-09-30,0.16,0.05,21.98,0.22
300446,乐凯新材,2016-09-30,0.19,0.02,45.85,0.83
300447,全信股份,2016-09-30,0.37,0.01,31.74,-0.70
300448,浩云科技,2016-09-30,0.22,0.03,4.79,-8.79
300449,汉邦高科,2016-09-30,0.10,0.03,0.56,-136.00
300450,先导智能,2016-09-30,2.68,0.01,21.78,-0.78
300451,创业软件,2016-09-30,0.28,0.03,2.44,-5.57
300452,山河药辅,2016-09-30,0.92,0.04,18.73,0.87
300453,三鑫医疗,2016-09-30,0.45,0.01,14.32,0.33
300455,康拓红外,2016-09-30,0.37,0.02,26.17,-1.35
300456,耐威科技,2016-09-30,0.19,0.02,12.33,-0.51
300457,赢合科技,2016-09-30,1.40,0.01,19.44,0.29
300458,全志科技,2016-09-30,2.31,0.13,16.53,0.41
300459,金科娱乐,2016-09-30,0.31,0.06,28.26,0.87
300460,惠伦晶体,2016-09-30,0.32,0.04,5.03,3.06
300461,田中精机,2016-09-30,1.07,0.01,1.24,2.92
300462,华铭智能,2016-09-30,1.05,0.00,24.50,0.08
300463,迈克生物,2016-09-30,0.08,0.01,28.02,-0.11
300464,星徽精密,2016-09-30,0.99,0.02,9.16,1.06
300465,高伟达,2016-09-30,0.17,0.08,1.13,-20.50
300466,赛摩电气,2016-09-30,0.43,0.01,9.67,-2.12
300467,迅游科技,2016-09-30,2.08,0.00,10.15,0.84
300468,四方精创,2016-09-30,0.01,0.08,19.89,-0.47
300469,信息发展,2016-09-30,0.47,0.00,-0.13,587.28
300470,日机密封,2016-09-30,0.22,0.10,29.73,0.47
300471,厚普股份,2016-09-30,0.64,0.06,10.83,-2.44
300472,新元科技,2016-09-30,0.58,0.03,6.32,-8.70
300473,德尔股份,2016-09-30,0.93,0.15,23.26,1.98
300474,景嘉微,2016-09-30,0.08,0.03,50.09,-0.34
300475,聚隆科技,2016-09-30,0.62,0.10,25.94,0.89
300476,胜宏科技,2016-09-30,0.99,0.05,13.61,0.72
300477,合纵科技,2016-09-30,1.15,0.04,7.80,-1.28
300478,杭州高新,2016-09-30,0.14,0.02,6.45,-0.44
300479,神思电子,2016-09-30,0.26,0.00,3.77,-11.62
300480,光力科技,2016-09-30,0.07,0.05,9.65,-1.35
300481,濮阳惠成,2016-09-30,0.19,0.02,17.89,1.02
300482,万孚生物,2016-09-30,0.88,0.03,30.40,0.73
300483,沃施股份,2016-09-30,0.19,0.04,3.51,1.59
300484,蓝海华腾,2016-09-30,0.53,0.03,28.16,-0.14
300485,赛升药业,2016-09-30,1.28,0.03,44.65,0.88
300486,东杰智能,2016-09-30,1.28,0.00,-48.69,-0.31
300487,蓝晓科技,2016-09-30,0.49,0.04,20.80,0.22
300488,恒锋工具,2016-09-30,0.14,0.01,38.73,1.03
300489,中飞股份,2016-09-30,0.72,0.01,11.90,-0.90
300490,华自科技,2016-09-30,1.16,0.00,6.50,-2.36
300491,通合科技,2016-09-30,0.68,0.02,11.88,-0.54
300492,山鼎设计,2016-09-30,0.09,0.02,15.91,-0.89
300493,润欣科技,2016-09-30,0.57,0.03,4.49,-2.53
300494,盛天网络,2016-09-30,0.26,0.10,31.32,0.77
300495,美尚生态,2016-09-30,1.26,0.06,24.78,-2.21
300496,中科创达,2016-09-30,0.14,0.06,13.79,0.42
300497,富祥股份,2016-09-30,0.73,0.04,25.39,0.88
300498,温氏股份,2016-09-30,5.94,0.01,25.94,1.01
300499,高澜股份,2016-09-30,0.82,0.04,8.38,-3.37
300500,苏州设计,2016-09-30,0.42,0.10,18.17,0.34
300501,海顺新材,2016-09-30,0.50,0.01,25.66,0.42
300502,新易盛,2016-09-30,0.63,0.02,18.80,0.01
300503,昊志机电,2016-09-30,0.16,0.01,25.24,-0.78
300505,川金诺,2016-09-30,1.53,0.03,9.81,1.29
300506,名家汇,2016-09-30,0.60,0.01,29.99,-1.29
300507,苏奥传感,2016-09-30,0.49,0.04,19.97,0.53
300508,维宏股份,2016-09-30,0.52,0.04,26.32,0.41
300509,新美星,2016-09-30,2.93,0.05,11.59,-0.06
300510,金冠电气,2016-09-30,0.59,0.06,17.46,-0.45
300511,雪榕生物,2016-09-30,1.92,0.04,3.98,4.26
300512,中亚股份,2016-09-30,4.41,0.04,29.86,0.61
300513,恒泰实达,2016-09-30,0.22,0.01,-2.57,21.63
300515,三德科技,2016-09-30,0.19,0.01,12.14,0.90
300516,久之洋,2016-09-30,0.44,0.03,21.81,-2.54
300517,海波重科,2016-09-30,1.03,0.05,14.71,-0.48
300518,盛讯达,2016-09-30,0.02,0.00,45.14,0.68
300519,新光药业,2016-09-30,0.62,0.06,42.17,0.90
300520,科大国创,2016-09-30,0.61,0.03,5.81,-3.27
300521,爱司凯,2016-09-30,0.19,0.06,23.61,0.32
300522,世名科技,2016-09-30,0.13,0.04,27.10,0.21
300523,辰安科技,2016-09-30,0.98,0.03,-0.87,48.24
300525,博思软件,2016-09-30,0.40,0.04,11.57,-2.44
300526,中潜股份,2016-09-30,0.70,0.00,10.97,0.28
300527,华舟应急,2016-09-30,2.11,0.09,7.31,-8.69
300528,幸福蓝海,2016-09-30,0.76,0.10,11.46,2.62
300529,健帆生物,2016-09-30,0.26,0.04,43.11,0.58
300530,达志科技,2016-09-30,0.19,0.00,37.92,0.87
300531,优博讯,2016-09-30,0.25,0.02,13.13,-0.37
300532,今天国际,2016-09-30,0.66,0.09,17.34,-0.72
300533,冰川网络,2016-09-30,4.64,0.16,43.38,0.68
300534,陇神戎发,2016-09-30,0.13,0.07,22.78,-0.01
300535,达威股份,2016-09-30,0.22,0.00,21.93,0.72
300536,农尚环境,2016-09-30,1.28,0.07,16.93,-0.01
300537,广信材料,2016-09-30,0.43,0.06,21.45,0.74
300538,同益股份,2016-09-30,0.41,0.06,5.73,0.25
300539,横河模具,2016-09-30,0.63,0.01,9.96,0.74
300540,深冷股份,2016-09-30,0.47,0.06,22.17,-0.46
300541,先进数通,2016-09-30,0.32,0.06,5.11,-13.41
300542,新晨科技,2016-09-30,0.14,0.06,6.29,-6.49
300543,朗科智能,2016-09-30,1.59,0.06,12.02,-0.03
300545,联得装备,2016-09-30,0.48,0.05,9.37,-2.29
300546,雄帝科技,2016-09-30,0.55,0.07,19.57,-0.80
300547,川环科技,2016-09-30,0.34,0.07,16.41,0.46
300548,博创科技,2016-09-30,0.34,0.05,25.63,0.74
300549,优德精密,2016-09-30,0.36,0.06,14.83,1.00
300550,和仁科技,2016-09-30,0.39,0.01,20.30,-1.34
300551,古鳌科技,2016-09-30,0.39,0.01,5.13,-15.45
300552,万集科技,2016-09-30,0.50,0.01,12.60,-3.24
300553,集智股份,2016-09-30,0.38,0.02,31.45,0.72
300555,路通视信,2016-09-30,0.30,0.01,15.94,-1.13
300556,丝路视觉,2016-09-30,0.24,0.02,4.85,-2.96
300557,理工光科,2016-09-30,0.44,0.03,8.79,-3.86
300558,贝达药业,2016-09-30,0.24,0.00,37.71,1.09
300559,佳发安泰,2016-09-30,0.36,0.03,29.78,0.31
300560,中富通,2016-09-30,0.09,0.01,14.30,-0.81
300561,汇金科技,2016-12-31,0.85,0.03,31.78,0.92
300562,乐心医疗,2016-09-30,0.00,0.00,100.00,0.08
300563,神宇股份,2016-09-30,0.60,0.02,12.87,1.27
300565,科信技术,2016-09-30,0.71,0.02,15.49,-1.04
300566,激智科技,2016-09-30,0.74,0.02,12.98,-0.48
300567,精测电子,2016-09-30,0.31,0.03,12.22,0.30
300568,星源材质,2016-09-30,0.20,0.03,37.07,0.89
300569,天能重工,2016-09-30,0.86,0.01,24.40,-0.26
300570,太辰光,2016-09-30,0.39,0.04,27.56,1.23
300571,平治信息,2016-09-30,0.18,0.01,15.51,0.72
300572,安车检测,2016-09-30,3.35,0.10,15.90,2.30
300573,兴齐眼药,2016-09-30,0.06,0.01,17.09,0.74
300575,中旗股份,2016-09-30,1.45,0.06,11.01,1.67
300576,容大感光,2016-09-30,0.40,0.01,15.21,1.08
300577,开润股份,2016-09-30,0.95,0.02,11.51,0.76
300578,会畅通讯,2016-09-30,0.27,0.03,13.82,0.28
300579,数字认证,2016-09-30,0.96,0.03,8.97,-3.46
300580,贝斯特,2016-09-30,0.74,0.01,22.82,0.59
300581,晨曦航空,2016-09-30,0.65,0.00,26.29,-0.83
300582,英飞特,2016-09-30,0.92,0.01,10.96,0.40
300583,赛托生物,2016-09-30,0.00,0.00,100.00,0.15
300584,海辰药业,2016-09-30,0.50,0.01,18.55,0.28
300585,奥联电子,2016-09-30,0.63,0.01,18.90,0.30
300586,美联新材,2016-09-30,1.65,0.04,14.25,1.37
300587,天铁股份,2016-09-30,0.11,0.02,34.08,0.40
300588,熙菱信息,2016-09-30,1.44,0.02,7.93,-0.35
300589,江龙船艇,2016-09-30,0.00,0.00,19.77,-1.62
300590,移为通信,2016-09-30,0.72,0.03,38.36,0.82
300591,万里马,2016-09-30,1.14,0.02,8.61,-1.46
300592,华凯创意,2016-09-30,1.34,0.01,7.77,-0.86
300593,新雷能,2016-09-30,0.22,0.01,16.46,-0.12
300595,欧普康视,2016-09-30,0.80,0.00,56.01,0.86
300596,利安隆,2016-09-30,0.71,0.03,15.24,0.04
300597,吉大通信,2016-09-30,0.36,0.01,14.44,-0.34
300598,诚迈科技,2016-09-30,0.09,0.02,7.60,-0.15
300599,雄塑科技,2016-09-30,1.45,0.03,11.03,0.16
300600,瑞特股份,2016-09-30,0.85,0.02,35.83,-0.03
300601,康泰生物,2016-09-30,0.32,0.01,25.70,0.12
300602,飞荣达,2016-09-30,0.72,0.04,17.01,0.86
300603,立昂技术,2016-09-30,0.82,0.03,7.95,-2.02
300605,恒锋信息,2016-09-30,1.12,0.00,14.23,-1.04
300606,金太阳,2016-09-30,0.81,0.01,21.10,0.93
300607,拓斯达,2016-09-30,0.00,0.00,100.00,0.40
300608,思特奇,2016-09-30,0.28,0.02,-2.38,4.42
300609,汇纳科技,2016-09-30,0.17,0.03,16.24,-0.61
300610,晨化股份,2016-09-30,0.25,0.04,13.03,0.94
300611,美力科技,2016-09-30,0.44,0.02,15.90,1.26
300612,宣亚国际,2016-09-30,0.49,0.02,13.01,1.32
300615,欣天科技,2016-09-30,0.38,0.02,31.16,0.32
