股票代码,股票简称,预测日期,同期每股收益,增长率（%）,估值,最新价,安全度
2298,中电鑫龙,2017-10-26,0.2394,0.0,3.1365184732291027,9.1,0.3446723596955058
2328,新朋股份,2017-10-20,0.21,-15.0,2.3386321949515243,6.79,0.3444230036747458
2346,柘中股份,2017-10-28,0.05,1115.0,6.430611690884033,18.7,0.34388297812214086
2891,中宠股份,2017-10-27,0.9,0.0,11.791422831688356,34.3,0.34377326039907746
2424,贵州百灵,2017-10-25,0.34,10.0,5.38999039217399,15.7,0.3433114899473879
2255,海陆重工,2017-10-20,0.121,20.0,2.2828194602148657,6.66,0.3427656847169468
2397,梦洁股份,2017-10-28,0.14,10.0,2.2194078085422313,6.49,0.3419734681883253
2350,北京科锐,2017-10-28,0.3503,-25.0,3.4421128482836933,10.08,0.34147944923449336
600438,通威股份,2017-10-23,0.3218,0.0,4.216088741374792,12.36,0.3411075033474751
600159,大龙地产,2017-10-31,0.12,0.0,1.5721897108917808,4.61,0.34103898283986567
2687,乔治白,2017-10-26,0.18,0.0,2.358284566337671,6.92,0.3407925673898368
2356,赫美集团,2017-10-27,0.4485,32.0,10.238445279063676,30.07,0.34048703954318843
2661,克明面业,2017-10-18,0.413,-10.0,4.86985762948729,14.34,0.33959955575225176
2295,精艺股份,2017-10-24,0.0365,531.0,4.106914663502061,12.1,0.3394144350001703
2352,顺丰控股,2017-10-27,1.06,12.0,17.42070049786008,51.46,0.3385289642024889
2380,科远股份,2017-10-25,0.36,10.0,5.707048650537166,16.88,0.33809529920243875
603315,福鞍股份,2017-10-30,0.17,45.0,4.682832561795791,13.88,0.3373798675645382
2774,快意电梯,2017-10-25,0.3914,-32.0,3.487011966110577,10.34,0.3372351998172705
2553,南方轴承,2017-10-27,0.2077,5.0,3.000121189623548,8.91,0.3367139382293544
2808,苏州恒久,2017-10-30,0.41,-25.0,4.028736134160189,11.99,0.33600801786156703
2666,德联集团,2017-10-30,0.19,-20.0,1.9914403004629229,5.93,0.3358246712416396
2609,捷顺科技,2017-10-30,0.31,10.0,4.914403004629227,14.75,0.33317986472062555
603619,中曼石油,2017-11-16,1.09,1.0,14.567765743733078,43.78,0.3327493317435605
2166,莱茵生物,2017-10-25,0.16,30.0,3.5426674818761463,10.65,0.33264483397898087
2053,云南能投,2017-10-24,0.4838,-40.0,3.803126910647218,11.45,0.33215082189058676
300551,古鳌科技,2017-10-27,0.6548,0.0,8.578915189099485,25.83,0.3321298950483734
603912,佳力图,2017-10-12,0.54,18.0,9.851026290505722,29.72,0.3314611807034227
603711,香飘飘,2017-11-13,0.74,-3.0,9.40431478731767,28.58,0.3290523018655588
2675,东诚药业,2017-10-24,0.1968,20.0,3.71288322124203,11.3,0.3285737363931
2743,富煌钢构,2017-10-28,0.18,21.0,3.4527644335749845,10.52,0.3282095469177742
2274,华昌化工,2017-10-21,0.0482,79.0,2.377944148948945,7.25,0.32799229640675104
2890,弘宇股份,2017-10-23,0.76,5.0,10.977814656301861,33.49,0.3277938087877534
2361,神剑股份,2017-10-25,0.2,-30.0,1.8342213293737446,5.62,0.32637390202379796
2526,山东矿机,2017-10-24,0.02,367.0,2.1221631991276246,6.54,0.32448978579933097
600726,华电能源,2017-10-31,0.08,0.0,1.0481264739278537,3.26,0.32151118832142755
600258,首旅酒店,2017-10-31,0.7196,0.0,9.427897632981047,29.42,0.3204587910598588
600966,博汇纸业,2017-10-11,0.1506,0.0,1.9730980871691852,6.16,0.3203081310339586
2841,视源股份,2017-10-30,2.04,-15.0,22.718141322386238,71.05,0.3197486463390041
2301,齐心集团,2017-10-21,0.28,23.0,5.5499868984190766,17.37,0.31951565333443155
2863,今飞凯达,2017-10-31,0.44,-30.0,4.035286924622238,12.65,0.3189950138041294
2847,盐津铺子,2017-10-25,0.92,-24.0,9.160625382129444,28.73,0.31885225834073944
300200,高盟新材,2017-10-27,0.27,-12.0,3.1129356275657267,9.8,0.3176464926087476
600727,鲁北化工,2017-10-31,0.09,50.0,2.6530701371298804,8.36,0.3173528872164929
300639,凯普生物,2017-11-17,1.13,15.0,19.57933007249541,61.84,0.31661271139222846
2504,*ST弘高,2017-10-30,0.23,-48.0,1.5669490785221416,4.96,0.3159171529278511
2862,实丰文化,2017-10-28,0.67,0.0,8.778059219145776,27.82,0.31553052549050237
603933,睿能科技,2017-10-28,1.2133,0.0,15.896148135208314,50.49,0.3148375546684158
2876,三利谱,2017-10-30,1.21,10.0,19.18202463097214,60.94,0.3147690290609147
2583,海能达,2017-10-25,0.25,24.0,5.036247707223338,16.0,0.3147654817014586
300097,智云股份,2017-10-28,0.63,0.0,8.253995982181848,26.36,0.3131257959856544
2556,辉隆股份,2017-10-26,0.14300000000000002,10.0,2.266966547296708,7.26,0.31225434535767327
2911,佛燃股份,2017-10-31,0.67,2.0,9.132692811599266,29.3,0.3116960003958794
2903,宇环数控,2017-09-18,1.07,-6.0,13.177570093457943,42.33,0.3113056955695238
2903,宇环数控,2017-10-30,1.07,-6.0,13.177570093457943,42.33,0.3113056955695238
300717,华信新材,2017-11-03,0.88,1.0,11.761131976591843,37.89,0.31040200518848887
2616,长青集团,2017-10-28,0.4508,-50.0,2.9530963402917285,9.53,0.30987369782704394
2881,美格智能,2017-10-24,0.58,7.0,8.7,28.16,0.3089488636363636
600308,华泰股份,2017-10-31,0.156,0.0,2.043846624159315,6.63,0.30827249233172177
2741,光华科技,2017-10-28,0.18,40.0,4.622237750021835,15.11,0.3059058735950917
2138,顺络电子,2017-10-30,0.48,-20.0,5.031007074853699,16.45,0.3058362963436899
300715,凯伦股份,2017-10-25,0.75,3.0,10.424600401781815,34.19,0.3049020298853997
2843,泰嘉股份,2017-10-24,0.3919,10.0,6.212756572626431,20.38,0.3048457592064
2249,大洋电机,2017-10-30,0.23,-30.0,2.109354528779806,6.95,0.3035042487452958
2879,长缆科技,2017-10-20,1.12,4.0,15.87115031880514,52.3,0.3034636772238077
600580,卧龙电气,2017-10-30,0.1989,0.0,2.6059044458031266,8.59,0.30336489473843153
2498,汉缆股份,2017-10-21,0.13,-40.0,1.0219233120796578,3.37,0.3032413388960409
2901,大博医疗,2017-10-27,0.61,20.0,11.508428683727836,37.99,0.3029331056522199
2811,亚泰国际,2017-10-30,0.55,-20.0,5.764695606603198,19.07,0.3022913270373989
2216,三全食品,2017-10-26,0.05,80.0,2.478313795711115,8.21,0.30186526135336356
603978,深圳新星,2017-07-24,2.21,-14.0,24.90086470434099,82.5,0.3018286630829211
2558,巨人网络,2017-10-30,0.68,12.0,11.175543715608352,37.04,0.30171554307797926
2469,三维工程,2017-10-20,0.02,230.0,1.9789398236096858,6.58,0.30075073307138084
2373,千方科技,2017-10-28,0.3041,5.0,4.392570311817626,14.61,0.3006550521435747
2538,司尔特,2017-10-26,0.34,-40.0,2.6727225085160278,8.9,0.30030589983326156
300323,华灿光电,2017-10-25,0.35,0.0,4.58555332343436,15.28,0.3001016572928246
603165,荣晟环保,2017-10-28,1.29,0.0,16.901039392086645,56.49,0.29918639391196045
2119,康强电子,2017-10-26,0.21,42.0,5.547785832823827,18.6,0.2982680555281627
2132,恒星科技,2017-10-24,0.09,15.0,1.5594156694907848,5.26,0.2964668573176397
2686,亿利达,2017-10-27,0.29100000000000004,0.0,3.8125600489125686,12.86,0.2964665667894688
600133,东湖高新,2017-10-31,0.2296,0.0,3.0081229801729408,10.15,0.2963667960761518
300306,远方信息,2017-10-27,0.36,0.0,4.716569132675342,16.0,0.29478557079220885
2063,远光软件,2017-10-23,0.2206,15.0,3.8223010743296353,12.97,0.29470324397298653
2527,新时达,2017-10-25,0.28,-20.0,2.9347541269979915,9.96,0.29465402881505937
300681,英搏尔,2017-07-12,1.15,0.0,15.066818062712898,51.18,0.29438878590685613
2208,合肥城建,2017-10-24,0.34,-30.0,3.1181762599353657,10.6,0.29416757169201563
2594,比亚迪,2017-10-30,1.88,-20.0,19.704777709843658,67.08,0.29375041308651845
2235,安妮股份,2017-10-27,0.0366,757.0,4.376714163510381,14.92,0.2933454533183901
2606,大连电瓷,2017-10-25,0.47,-46.0,3.3251812385361164,11.36,0.29270961606832013
600571,信雅达,2017-10-31,0.28,0.0,3.668442658747489,12.61,0.29091535755332987
2898,赛隆药业,2017-10-20,0.5104,2.0,6.95720359856756,23.93,0.29073145000282324
2410,广联达,2017-10-30,0.377,10.0,5.976548170145866,20.56,0.290688140571297
2892,科力尔,2017-10-25,1.02,-10.0,12.027251288322123,41.4,0.2905133161430465
2318,久立特材,2017-10-24,0.2,-20.0,2.096252947855708,7.22,0.29033974347031966
2707,众信旅游,2017-10-26,0.26,-10.0,3.0657699362389725,10.62,0.2886789017174174
2565,顺灏股份,2017-10-26,0.14,0.0,1.8342213293737446,6.37,0.2879468334966632
600714,金瑞矿业,2017-10-27,0.2,0.0,2.6203161848196346,9.1,0.28794683349666317
2598,山东章鼓,2017-10-20,0.179,10.0,2.8376714123504243,9.86,0.2877962892850329
2452,长高集团,2017-10-26,0.229,-40.0,1.8001572189710893,6.26,0.28756505095384816
300073,当升科技,2017-10-24,0.5425,0.0,7.107607651323259,24.74,0.2872921443542142
2028,思源电气,2017-10-21,0.493,-30.0,4.52135557690628,15.74,0.2872525779483024
2762,金发拉比,2017-10-20,0.36,0.0,4.716569132675342,16.63,0.2836181077976754
2664,长鹰信质,2017-10-26,0.58,0.0,7.5989169359769395,26.81,0.28343591704501825
2461,珠江啤酒,2017-10-26,0.17,20.0,3.2072670102192333,11.32,0.2833274744009923
2546,新联电子,2017-10-26,0.11,0.0,1.441173901650799,5.09,0.28313829109053024
2338,奥普光电,2017-10-24,0.44,-30.0,4.035286924622238,14.3,0.2821878968267299
603683,晶华新材,2017-09-25,0.5427,-13.0,6.185898331732028,21.96,0.28168935936848943
2740,爱迪尔,2017-10-26,0.19,0.0,2.4893003755786527,8.84,0.2815950651107073
2186,全聚德,2017-10-24,0.4525,-15.0,5.039195562931261,17.91,0.28136211964998664
300720,海川智能,2017-11-03,0.7,0.0,9.17110664686872,32.61,0.28123602106313156
2722,金轮股份,2017-10-27,0.73,-20.0,7.651323259673334,27.28,0.2804737265276149
2909,集泰股份,2017-10-25,0.47,5.0,6.788911695344571,24.21,0.28041766606132057
600724,宁波富达,2017-10-26,0.0881,0.0,1.1542492794130492,4.12,0.2801575920905459
2910,庄园牧场,2017-10-10,0.54,-7.0,6.579613940082103,23.5,0.27998357191838735
2912,中新赛克,2017-11-07,2.01,18.0,36.667708970215735,131.0,0.27990617534515827
600884,杉杉股份,2017-10-30,0.404,0.0,5.293038693335662,18.95,0.27931602603354416
2883,中设股份,2017-10-30,1.01,10.0,16.011442047340385,57.4,0.2789449834031426
600505,西昌电力,2017-10-26,0.1537,0.0,2.0137129880338893,7.24,0.27813715304335485
300649,杭州园林,2017-10-20,0.53,20.0,9.999126561271726,36.01,0.27767638326219735
2250,联化科技,2017-10-26,0.32,-30.0,2.934754126997991,10.61,0.2766026509894431
2076,雪莱特,2017-10-27,0.1103,0.0,1.4451043759280284,5.23,0.2763105881315542
2140,东华科技,2017-10-24,0.18,15.0,3.1188313389815696,11.29,0.2762472399452232
300127,银河磁体,2017-10-26,0.37,0.0,4.847584941916324,17.56,0.27605836799067907
2915,中欣氟材,2017-11-14,0.39,41.0,10.158428683727834,36.8,0.2760442577099955
600805,悦达投资,2017-10-27,0.13,0.0,1.7032055201327627,6.19,0.27515436512645597
2044,美年健康,2017-10-30,0.14,62.0,6.375900672224035,23.18,0.2750604258940481
603655,朗博科技,2017-12-11,0.38,10.0,6.024106908900341,21.93,0.27469707746923583
2810,山东赫达,2017-10-25,0.61,-10.0,7.192767927329897,26.3,0.2734892748034181
2418,康盛股份,2017-10-20,0.17,4.0,2.4090138876757803,8.81,0.27344084990644496
2411,必康股份,2017-10-23,0.652,-15.0,7.260896148135209,26.59,0.27306867800433277
2590,万安科技,2017-10-24,0.27,0.0,3.5374268495065073,13.02,0.2716917703154
2282,博深工具,2017-10-26,0.04,290.0,4.096062708531277,15.11,0.2710829059252996
2921,联诚精密,2017-12-13,0.79,1.0,10.558288933531314,39.1,0.27003296505195173
2695,煌上煌,2017-10-24,0.18,40.0,4.622237750021835,17.13,0.2698329101005158
600738,兰州民百,2017-10-27,0.16899999999999998,0.0,2.214167176172591,8.22,0.26936340342732246
2392,北京利尔,2017-10-21,0.1231,-15.0,1.3708839199930125,5.11,0.26827473972466
2835,同为股份,2017-10-24,0.79,-70.0,3.105074679011268,11.61,0.26744829276582843
2426,胜利精密,2017-10-27,0.1122,4.0,1.5899491658660145,5.95,0.2672183472043722
2866,传艺科技,2017-10-23,0.84,-11.0,9.794741898855795,36.81,0.26608915780646003
2547,春兴精工,2017-10-26,0.16,0.0,2.0962529478557075,7.92,0.2646784025070338
2038,双鹭药业,2017-10-27,0.6601,0.0,8.648353567997205,32.79,0.26374972759979276
2510,天汽模,2017-10-21,0.18,-30.0,1.6507991964363697,6.29,0.26244820293106036
300711,广哈通信,2017-10-31,0.5,8.0,7.640841994934057,29.13,0.26230147596752684
2877,智能自控,2017-10-24,0.5,-10.0,5.895711415844178,22.56,0.2613347258796178
600567,山鹰纸业,2017-10-19,0.09,0.0,1.1791422831688354,4.55,0.25915215014699683
2287,奇正藏药,2017-10-27,0.7139,0.0,9.353218621713687,36.16,0.25866201940579886
2792,通宇通讯,2017-10-25,0.96,-29.0,8.930037557865315,34.6,0.25809357103656977
2333,罗普斯金,2017-10-31,0.28,0.0,3.668442658747489,14.22,0.25797768345622285
600532,宏达矿业,2017-10-14,0.22,0.0,2.882347803301598,11.18,0.25781286254933794
2379,宏创控股,2017-10-27,0.0153,203.0,1.4860921987580038,5.79,0.2566653193019005
2919,名臣健康,2017-11-29,0.78,0.0,10.219233120796575,39.83,0.25657125585730794
2709,天赐材料,2017-10-26,1.23,-25.0,12.086208402480567,47.12,0.25649848052802565
2308,威创股份,2017-10-25,0.22,0.0,2.882347803301598,11.24,0.25643663730441263
2864,盘龙药业,2017-11-15,0.61,8.0,9.32182723381955,36.39,0.25616452964604425
2817,黄山胶囊,2017-10-27,0.76,-20.0,7.9657612018516915,31.1,0.2561338007026267
2437,誉衡药业,2017-10-28,0.3289,-60.0,1.723643986374356,6.77,0.2546002934083244
2436,兴森科技,2017-10-31,0.13,-15.0,1.4477246921128484,5.69,0.2544331620584971
2041,登海种业,2017-10-26,0.5025,-50.0,3.291772207179666,12.94,0.2543873421313498
600699,均胜电子,2017-10-28,0.66,0.0,8.647043409904795,34.05,0.25395134830851085
2261,拓维信息,2017-10-30,0.19,-20.0,1.9914403004629229,7.85,0.25368666247935323
2549,凯美特气,2017-10-26,0.03,100.0,1.6312761057770064,6.44,0.2533037431330755
2631,德尔未来,2017-10-27,0.29,-25.0,2.849593850991353,11.42,0.2495266069169311
2292,奥飞娱乐,2017-10-25,0.39,-30.0,3.5767315922788017,14.34,0.2494234025299025
2031,巨轮智能,2017-10-31,0.0143,80.0,0.7087977455733789,2.85,0.24870096335908032
2104,恒宝股份,2017-10-25,0.205,-10.0,2.4172416804961125,9.72,0.24868741568890046
2698,博实股份,2017-10-27,0.16,10.0,2.536466066905407,10.2,0.2486731438142556
603083,剑桥科技,2017-11-09,0.9,0.0,11.791422831688356,47.42,0.2486592752359417
300725,药石科技,2017-11-09,0.69,77.0,33.72372168631584,136.3,0.24742275631926514
2500,山西证券,2017-10-24,0.17,0.0,2.2272687570966894,9.02,0.24692558282668398
2855,捷荣技术,2017-10-23,0.4,-40.0,3.1443794217835617,12.76,0.24642471957551423
300726,宏达电子,2017-11-20,0.5463,1.0,7.301257271377413,29.65,0.24624813731458392
600433,冠豪高新,2017-10-28,0.09,0.0,1.1791422831688354,4.81,0.24514392581472672
2407,多氟多,2017-10-23,0.76,-50.0,4.978600751157305,20.43,0.24369068777079322
2102,冠福股份,2017-10-23,0.112,-18.0,1.2032491920691764,4.96,0.24259056291717265
2888,惠威科技,2017-10-30,0.59,-15.0,6.5704428334352345,27.1,0.24245176507141086
2731,萃华珠宝,2017-10-20,0.39,-14.0,4.394270241942528,18.13,0.2423756338633496
2746,仙坛股份,2017-10-25,1.49,-71.0,5.661193117302822,23.36,0.24234559577494957
2842,翔鹭钨业,2017-10-23,0.76,5.0,10.977814656301861,45.32,0.24222892004196517
600984,建设机械,2017-10-28,0.1291,0.0,1.6914140973010743,7.01,0.2412858911984414
2190,成飞集成,2017-10-31,0.4,0.0,5.240632369639269,21.72,0.24128141665005845
2363,隆基机械,2017-10-23,0.16,0.0,2.0962529478557075,8.73,0.24012061258370074
603722,阿科力,2017-10-24,0.71,0.0,9.302122456109702,38.97,0.238699575471124
2653,海思科,2017-10-28,0.42,-50.0,2.7513319940606165,11.54,0.2384169838874018
2593,日上集团,2017-10-24,0.1,-20.0,1.048126473927854,4.4,0.23821056225633042
2858,力盛赛车,2017-10-31,0.69,0.0,9.040090837627739,37.98,0.23802240225454818
2650,加加食品,2017-10-20,0.13,0.0,1.7032055201327627,7.19,0.23688532964294334
2210,飞马国际,2017-10-31,1.58,-85.0,3.105074679011268,13.13,0.23648702810443778
300722,新余国科,2017-11-09,0.57,5.0,8.233360992226396,34.9,0.2359129224133638
2299,圣农发展,2017-10-30,0.611,-55.0,3.602279675080793,15.3,0.23544311601835247
300023,宝德股份,2017-10-28,0.2,0.0,2.6203161848196346,11.21,0.23374809855661324
2393,力生制药,2017-10-31,0.63,-10.0,7.428596383963665,31.96,0.23243417972351893
601020,华钰矿业,2017-10-26,0.36,0.0,4.716569132675342,20.32,0.23211462267103058
2069,獐子岛,2017-10-27,0.1119,13.0,1.872020831513669,8.14,0.22997798912944337
2902,铭普光磁,2017-10-24,0.86,-15.0,9.577255655515765,41.75,0.22939534504229378
2721,金一文化,2017-10-31,0.27,3.0,3.7528561446414535,16.48,0.2277218534369814
2644,佛慈制药,2017-12-08,0.1193,20.0,2.2507467901126734,9.9,0.22734816061744176
600758,红阳能源,2017-10-28,0.13,0.0,1.7032055201327627,7.57,0.22499412419191053
601001,大同煤业,2017-10-31,0.11,0.0,1.441173901650799,6.41,0.22483212194240232
2703,浙江世宝,2017-10-23,0.201,-30.0,1.8433924360206133,8.26,0.22317099709692656
2751,易尚展示,2017-10-21,0.11,177.0,8.710784973518805,39.05,0.22306747691469414
2382,蓝帆医疗,2017-10-26,0.37,-10.0,4.362826447724691,19.64,0.22213983949718386
2893,华通热力,2017-10-26,0.55,5.0,7.944471132850031,36.36,0.21849480563393925
2857,三晖电气,2017-10-30,0.67,-30.0,6.144641453402045,28.19,0.21797238217105513
2300,太阳电缆,2017-10-27,0.2862,-50.0,1.8748362302384487,8.61,0.21775101396497665
600395,盘江股份,2017-10-28,0.118,0.0,1.5459865490435845,7.11,0.21743833319881636
2339,积成电子,2017-10-26,0.21,-20.0,2.201065595248494,10.13,0.21728189489126296
2663,普邦股份,2017-10-30,0.06,30.0,1.3285003057035547,6.17,0.2153160949276426
300359,全通教育,2017-10-27,0.16,0.0,2.0962529478557075,9.83,0.2132505542070913
2364,中恒电气,2017-10-26,0.29,-40.0,2.279675080793082,10.7,0.21305374586851236
300055,万邦达,2017-10-26,0.3191,0.0,4.1807144728797265,19.68,0.2124346784999861
2331,皖通科技,2017-10-28,0.2194,-20.0,2.2995894837977118,10.95,0.21000817203632072
300615,欣天科技,2017-10-26,0.96,-47.0,6.6660843741811515,31.86,0.20923052021911964
2674,兴业科技,2017-10-24,0.2418,-30.0,2.217573587212857,10.6,0.20920505539743933
2211,宏达新材,2017-10-28,0.03,80.0,1.486988277426669,7.11,0.2091404047013599
300506,名家汇,2017-10-28,0.36,0.0,4.716569132675342,22.62,0.2085132242562043
2401,中远海科,2017-10-20,0.1952,0.0,2.557428596383964,12.3,0.2079210240962572
2806,华锋股份,2017-10-24,0.38,-10.0,4.4807406760415756,21.6,0.20744169796488773
2773,康弘药业,2017-10-23,0.7421,10.0,11.764446676565642,56.76,0.20726650240601907
2657,中科金财,2017-10-27,0.53,-20.0,5.555070311817627,26.81,0.20720142901222033
603029,天鹅股份,2017-10-27,0.33,0.0,4.323521704952397,20.9,0.20686706722260276
2825,纳尔股份,2017-10-23,0.84,-53.0,5.1725041488339585,25.06,0.2064047944466863
300730,科创信息,2017-11-14,0.54,11.0,8.716927242553936,42.39,0.2056364058163231
2542,中化岩土,2017-10-23,0.14,-10.0,1.65079919643637,8.03,0.20557897838560027
2268,卫士通,2017-10-30,0.3601,2.0,4.90848161411477,24.01,0.2044348860522603
300074,华平股份,2017-10-27,0.1337,0.0,1.7516813695519258,8.57,0.20439689259649074
2412,汉森制药,2017-10-27,0.287,-10.0,3.384138352694558,16.57,0.20423285170154243
2325,洪涛股份,2017-10-28,0.11,-30.0,1.0088217311555594,4.95,0.20380236993041603
2651,利君股份,2017-10-25,0.1,5.0,1.4444492968818239,7.1,0.20344356294110197
2646,青青稞酒,2017-10-25,0.4803,-50.0,3.1463446589221764,15.49,0.20312102381679642
2697,红旗连锁,2017-10-19,0.1061,-5.0,1.3205738492444756,6.56,0.2013069892140969
2630,华西能源,2017-10-26,0.2779,-40.0,2.184557603284129,10.91,0.2002344274320925
2886,沃特股份,2017-10-31,0.9377,-43.0,7.00265088654031,34.99,0.20013292044985165
2106,莱宝高科,2017-10-27,0.3,-48.0,2.043846624159315,10.27,0.1990113558090862
600017,日照港,2017-10-19,0.06,0.0,0.7860948554458904,3.95,0.19901135580908616
2610,爱康科技,2017-10-26,0.04,6.0,0.5888374530526684,3.0,0.19627915101755614
2200,云投生态,2017-10-26,0.1816,0.0,2.3792470958162286,12.13,0.19614567978699327
2471,中超控股,2017-10-28,0.0883,-30.0,0.8098087169185082,4.2,0.19281159926631147
2254,泰和新材,2017-12-08,0.1,35.0,2.387763123416893,12.41,0.19240637577895994
2812,创新股份,2017-10-20,1.52,-15.0,16.927242553934843,88.78,0.19066504340994417
2012,凯恩股份,2017-10-27,0.02,210.0,1.9524416024707512,10.39,0.187915457408157
2735,王子新材,2017-10-26,0.46,0.0,6.0267272250851605,32.16,0.187398234610857
2678,珠江钢琴,2017-10-23,0.16,0.0,2.0962529478557075,11.19,0.1873327031148979
2642,荣之联,2017-10-24,0.379,-50.0,2.4827495851166037,13.35,0.18597375169412764
2733,雄韬股份,2017-10-20,0.37,-35.0,3.150930212245611,17.07,0.18458876463067433
300603,立昂技术,2017-10-26,0.46,0.0,6.0267272250851605,32.67,0.18447282598975084
2252,上海莱士,2017-10-25,0.325,-15.0,3.6193117302821207,19.62,0.18447052651794701
2362,汉王科技,2017-10-26,0.0996,64.0,4.579044024650165,25.04,0.182869170313505
2755,东方新星,2017-10-20,0.05,222.0,4.921509183256658,27.1,0.18160550491721986
2355,兴民智通,2017-10-28,0.1,20.0,1.8866276530701374,10.48,0.1800217226211963
2895,川恒股份,2017-10-24,0.3398,0.0,4.451917198008559,24.95,0.17843355503040317
2730,电光科技,2017-10-26,0.12,20.0,2.263953183684164,12.69,0.17840450620048576
2286,保龄宝,2017-10-26,0.13,0.0,1.7032055201327627,9.58,0.17778763258170802
300692,中环环保,2017-07-31,0.58,0.0,7.5989169359769395,42.85,0.17733761810914678
2689,远大智能,2017-10-26,0.0756,0.0,0.990479517861822,5.59,0.17718774917027227
2700,新疆浩源,2017-10-21,0.19,-25.0,1.86697528168399,10.55,0.17696448167620757
2336,人人乐,2017-10-30,0.1512,0.0,1.980959035723644,11.25,0.17608524761987945
2786,银宝山新,2017-10-24,0.26,-49.0,1.7372696305354178,9.87,0.17601516013530072
2284,亚太股份,2017-10-26,0.2,-40.0,1.5721897108917808,9.01,0.17449386358399344
2487,大金重工,2017-10-25,0.13,-50.0,0.8516027600663814,4.93,0.17273889656518893
2151,北斗星通,2017-10-27,0.11,93.0,5.7918907264124435,33.84,0.17115516331006037
697,炼石有色,2017-10-31,-0.068,-530.0,3.830902262206306,22.5,0.17026232276472472
2798,帝王洁具,2017-10-30,0.65,0.0,8.516027600663813,50.11,0.16994666934072666
2079,苏州固锝,2017-10-26,0.156,-25.0,1.5328849681194865,9.02,0.1699429011218943
300139,晓程科技,2017-10-26,0.1,0.0,1.3101580924098173,7.71,0.16992971367183105
2908,德生科技,2017-09-25,0.4873,0.0,6.38440038431304,37.74,0.16916800170410812
600137,浪莎股份,2017-10-31,0.138,50.0,4.068040876932483,24.07,0.1690087609859777
2009,天奇股份,2017-10-28,0.28,-20.0,2.9347541269979915,17.4,0.16866403028724092
2752,昇兴股份,2017-10-26,0.29,-50.0,1.8997292339942349,11.27,0.168565149422736
2313,日海通讯,2017-10-28,0.22,33.0,5.098585029260199,30.55,0.1668931269806939
600682,南京新百,2017-10-31,0.48,0.0,6.288758843567123,37.77,0.16650142556439299
600280,中央商场,2017-10-20,0.103,0.0,1.3494628351821119,8.16,0.1653753474487882
2634,棒杰股份,2017-10-23,0.09,0.0,1.1791422831688354,7.14,0.1651459780348509
300410,正业科技,2017-10-26,0.45,0.0,5.895711415844178,35.78,0.16477673045959135
2256,兆新股份,2017-10-21,0.06,0.0,0.7860948554458904,4.79,0.16411166084465353
300332,天壕环境,2017-10-26,0.08,0.0,1.0481264739278537,6.44,0.1627525580633313
2465,海格通信,2017-10-27,0.25,-50.0,1.6376976155122718,10.07,0.16263134215613423
2115,三维通信,2017-10-24,0.0672,30.0,1.4879203423879812,9.23,0.16120480415904453
600701,工大高新,2017-10-27,0.121,0.0,1.5852912918158788,9.84,0.16110683859917468
2605,姚记扑克,2017-10-31,0.258,-40.0,2.0281247270503973,12.61,0.16083463339019805
2778,高科石化,2017-10-24,0.38,-20.0,3.9828806009258457,24.8,0.16060002423088088
2413,雷科防务,2017-10-31,0.1,10.0,1.5852912918158795,9.9,0.1601304335167555
2826,易明医药,2017-10-24,0.38,-33.0,3.335662503275395,20.85,0.15998381310673354
2059,云南旅游,2017-10-21,0.0914,1.0,1.2215539348414708,7.65,0.15968025292045368
603958,哈森股份,2017-10-25,0.423,-60.0,2.2167874923574113,13.98,0.15856849015432126
2644,佛慈制药,2017-10-21,0.1193,0.0,1.5630186042449121,9.9,0.15788066709544565
2266,浙富控股,2017-10-27,0.03,30.0,0.6642501528517774,4.21,0.15777913369400887
2193,如意集团,2017-10-26,0.13,22.0,2.5350510961656036,16.49,0.1537326316655915
2289,宇顺电子,2017-10-28,0.1598,0.0,2.0936326316708884,13.7,0.15281990012196267
600903,贵州燃气,2017-11-06,0.15,44.0,4.075115730631495,26.72,0.15251181626614876
2107,沃华医药,2017-10-31,0.14,0.0,1.8342213293737446,12.08,0.15183951402100535
2422,科伦药业,2017-10-27,0.41,-25.0,4.028736134160189,26.6,0.1514562456451199
300103,达刚路机,2017-10-30,0.1117,35.0,2.667131408856669,17.68,0.15085584891723242
2856,美芝股份,2017-10-27,0.69,-25.0,6.780068128220805,44.98,0.15073517403781247
2175,东方网络,2017-10-24,0.0828,6.0,1.2188935278190236,8.1,0.15048068244679305
300516,久之洋,2017-10-27,1.31,-60.0,6.8652284042274445,45.84,0.14976501754422872
2767,先锋电子,2017-10-24,0.3,-20.0,3.144379421783562,21.08,0.14916410919276862
2539,云图控股,2017-10-30,0.14,-50.0,0.9171106646868723,6.15,0.14912368531493858
2153,石基信息,2017-10-27,0.36,-15.0,4.009083762774042,26.9,0.1490365711068417
2156,通富微电,2017-10-28,0.19,-20.0,1.9914403004629229,13.4,0.1486149477957405
601326,秦港股份,2017-10-30,0.07,0.0,0.9171106646868723,6.2,0.14792107494949552
601326,秦港股份,2017-08-15,0.07,0.0,0.9171106646868723,6.2,0.14792107494949552
2625,光启技术,2017-10-30,0.22,12.0,3.6156170844615256,24.69,0.14644054615073007
600881,亚泰集团,2017-10-28,0.06,0.0,0.7860948554458904,5.37,0.14638637904020305
2848,高斯贝尔,2017-10-27,0.4797,-60.0,2.513931347715958,17.21,0.1460738726156861
